Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG/SF,Josh Richardson (19760797),Josh Richardson,19760797,SG/SF/F/G/UTIL,3900,BOS@NYK 10/20/2021 07:30PM ET,BOS,21.52
PG/SG,Cameron Payne (19760787),Cameron Payne,19760787,PG/SG/G/UTIL,3900,DEN@PHX 10/20/2021 10:00PM ET,PHX,19.00
PG,Saben Lee (19760794),Saben Lee,19760794,PG/G/UTIL,3900,CHI@DET 10/20/2021 07:00PM ET,DET,14.91
PF,Yuta Watanabe (19760784),Yuta Watanabe,19760784,PF/F/UTIL,3900,WAS@TOR 10/20/2021 07:30PM ET,TOR,11.50
PF,Davis Bertans (19760791),Davis Bertans,19760791,PF/F/UTIL,3900,WAS@TOR 10/20/2021 07:30PM ET,WAS,18.68
C,Alex Len (19760802),Alex Len,19760802,C/UTIL,3900,SAC@POR 10/20/2021 10:00PM ET,SAC,14.59
SG,Dwayne Bacon (19760804),Dwayne Bacon,19760804,SG/G/UTIL,3800,BOS@NYK 10/20/2021 07:30PM ET,NYK,18.25
SG/SF,PJ Dozier (19760807),PJ Dozier,19760807,SG/SF/F/G/UTIL,3800,DEN@PHX 10/20/2021 10:00PM ET,DEN,17.14
SG/SF,Jeremy Lamb (19760820),Jeremy Lamb,19760820,SG/SF/F/G/UTIL,3800,IND@CHA 10/20/2021 07:00PM ET,IND,20.42
SF,Josh Giddey (19760817),Josh Giddey,19760817,SF/F/UTIL,3800,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
SG/SF,Ziaire Williams (19760812),Ziaire Williams,19760812,SG/SF/F/G/UTIL,3800,CLE@MEM 10/20/2021 08:00PM ET,MEM,0
SG/SF,Garrett Temple (19760825),Garrett Temple,19760825,SG/SF/F/G/UTIL,3800,PHI@NOP 10/20/2021 08:00PM ET,NOP,17.13
PG/SG,Austin Rivers (19760840),Austin Rivers,19760840,PG/SG/G/UTIL,3700,DEN@PHX 10/20/2021 10:00PM ET,DEN,16.14
SF/PF,Kelan Martin (19760833),Kelan Martin,19760833,SF/PF/F/UTIL,3700,IND@CHA 10/20/2021 07:00PM ET,IND,9.87
SF,Gabriel Deck (19760837),Gabriel Deck,19760837,SF/F/UTIL,3700,OKC@UTA 10/20/2021 09:00PM ET,OKC,18.4
SG/SF,Jarrett Culver (19760846),Jarrett Culver,19760846,SG/SF/F/G/UTIL,3700,CLE@MEM 10/20/2021 08:00PM ET,MEM,11.53
SG,David Nwaba (19760830),David Nwaba,19760830,SG/G/UTIL,3700,HOU@MIN 10/20/2021 08:00PM ET,HOU,19.12
C,Montrezl Harrell (19760844),Montrezl Harrell,19760844,C/UTIL,3700,WAS@TOR 10/20/2021 07:30PM ET,WAS,24.17
SF/PF,Obi Toppin (19760854),Obi Toppin,19760854,SF/PF/F/UTIL,3600,BOS@NYK 10/20/2021 07:30PM ET,NYK,8.77
C,Derrick Favors (19760865),Derrick Favors,19760865,C/UTIL,3600,OKC@UTA 10/20/2021 09:00PM ET,OKC,15.32
PG/SG,De'Anthony Melton (19760861),De'Anthony Melton,19760861,PG/SG/G/UTIL,3600,CLE@MEM 10/20/2021 08:00PM ET,MEM,19.48
PF,Jaden McDaniels (19760851),Jaden McDaniels,19760851,PF/F/UTIL,3600,HOU@MIN 10/20/2021 08:00PM ET,MIN,16.29
PG,Aaron Holiday (19760858),Aaron Holiday,19760858,PG/G/UTIL,3600,WAS@TOR 10/20/2021 07:30PM ET,WAS,13.47
PG,Davion Mitchell (19760867),Davion Mitchell,19760867,PG/G/UTIL,3600,SAC@POR 10/20/2021 10:00PM ET,SAC,0
PF/C,JaMychal Green (19760881),JaMychal Green,19760881,PF/C/F/UTIL,3500,DEN@PHX 10/20/2021 10:00PM ET,DEN,16.97
SG/SF,Cody Martin (19760870),Cody Martin,19760870,SG/SF/F/G/UTIL,3500,IND@CHA 10/20/2021 07:00PM ET,CHA,12.01
C,Goga Bitadze (19760879),Goga Bitadze,19760879,C/UTIL,3500,IND@CHA 10/20/2021 07:00PM ET,IND,14.03
PG/SG,Alex Caruso (19760894),Alex Caruso,19760894,PG/SG/G/UTIL,3500,CHI@DET 10/20/2021 07:00PM ET,CHI,16.26
SF/PF,Eric Paschall (19760887),Eric Paschall,19760887,SF/PF/F/UTIL,3500,OKC@UTA 10/20/2021 09:00PM ET,UTA,16.08
PG,Tomas Satoransky (19760891),Tomas Satoransky,19760891,PG/G/UTIL,3500,PHI@NOP 10/20/2021 08:00PM ET,NOP,19.20
SF,Matisse Thybulle (19760898),Matisse Thybulle,19760898,SF/F/UTIL,3500,PHI@NOP 10/20/2021 08:00PM ET,PHI,13.11
SF/PF,Deni Avdija (19760875),Deni Avdija,19760875,SF/PF/F/UTIL,3500,WAS@TOR 10/20/2021 07:30PM ET,WAS,16.12
C,Robin Lopez (19760885),Robin Lopez,19760885,C/UTIL,3500,ORL@SAS 10/20/2021 08:30PM ET,ORL,15.78
C,Enes Kanter (19760905),Enes Kanter,19760905,C/UTIL,3400,BOS@NYK 10/20/2021 07:30PM ET,BOS,27.65
C,Dario Saric (19760912),Dario Saric,19760912,C/UTIL,3400,DEN@PHX 10/20/2021 10:00PM ET,PHX,15.15
PF,Torrey Craig (19760926),Torrey Craig,19760926,PF/F/UTIL,3400,IND@CHA 10/20/2021 07:00PM ET,IND,12.69
PG/SG,Tre Mann (19760932),Tre Mann,19760932,PG/SG/G/UTIL,3400,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
PG/SG,Jared Butler (19760936),Jared Butler,19760936,PG/SG/G/UTIL,3400,OKC@UTA 10/20/2021 09:00PM ET,UTA,0
SG/SF,Denzel Valentine (19760914),Denzel Valentine,19760914,SG/SF/F/G/UTIL,3400,CLE@MEM 10/20/2021 08:00PM ET,CLE,14.56
PG/SG,Kira Lewis Jr. (19760901),Kira Lewis Jr.,19760901,PG/SG/G/UTIL,3400,PHI@NOP 10/20/2021 08:00PM ET,NOP,13.27
SG/SF,Kentavious Caldwell-Pope (19760907),Kentavious Caldwell-Pope,19760907,SG/SF/F/G/UTIL,3400,WAS@TOR 10/20/2021 07:30PM ET,WAS,18.68
SF/PF,Scottie Barnes (19760919),Scottie Barnes,19760919,SF/PF/F/UTIL,3400,WAS@TOR 10/20/2021 07:30PM ET,TOR,0
SG,Sindarius Thornwell (19760923),Sindarius Thornwell,19760923,SG/G/UTIL,3400,ORL@SAS 10/20/2021 08:30PM ET,ORL,5.95
SG,Joshua Primo (19760929),Joshua Primo,19760929,SG/G/UTIL,3400,ORL@SAS 10/20/2021 08:30PM ET,SAS,0
SG/SF,Romeo Langford (19760942),Romeo Langford,19760942,SG/SF/F/G/UTIL,3300,BOS@NYK 10/20/2021 07:30PM ET,BOS,9.36
SF/PF,Jeff Green (19760967),Jeff Green,19760967,SF/PF/F/UTIL,3300,DEN@PHX 10/20/2021 10:00PM ET,DEN,20.14
SF/PF,Abdel Nader (19760988),Abdel Nader,19760988,SF/PF/F/UTIL,3300,DEN@PHX 10/20/2021 10:00PM ET,PHX,10.82
SG,Chris Duarte (19760976),Chris Duarte,19760976,SG/G/UTIL,3300,IND@CHA 10/20/2021 07:00PM ET,IND,0
SF/PF,Arnoldas Kulboka (19760997),Arnoldas Kulboka,19760997,SF/PF/F/UTIL,3300,IND@CHA 10/20/2021 07:00PM ET,CHA,0
SF/PF,Derrick Jones Jr. (19760955),Derrick Jones Jr.,19760955,SF/PF/F/UTIL,3300,CHI@DET 10/20/2021 07:00PM ET,CHI,15.27
SG/SF,Troy Brown Jr. (19760979),Troy Brown Jr.,19760979,SG/SF/F/G/UTIL,3300,CHI@DET 10/20/2021 07:00PM ET,CHI,10.85
C,Luka Garza (19761001),Luka Garza,19761001,C/UTIL,3300,CHI@DET 10/20/2021 07:00PM ET,DET,0
C,Mike Muscala (19760971),Mike Muscala,19760971,C/UTIL,3300,OKC@UTA 10/20/2021 09:00PM ET,OKC,17.36
C,Marc Gasol (19760940),Marc Gasol,19760940,C/UTIL,3300,CLE@MEM 10/20/2021 08:00PM ET,MEM,16.68
PF/C,Santi Aldama (19760984),Santi Aldama,19760984,PF/C/F/UTIL,3300,CLE@MEM 10/20/2021 08:00PM ET,MEM,0
SF,Josh Okogie (19760964),Josh Okogie,19760964,SF/F/UTIL,3300,HOU@MIN 10/20/2021 08:00PM ET,MIN,12.92
SG/SF,Josh Christopher (19760992),Josh Christopher,19760992,SG/SF/F/G/UTIL,3300,HOU@MIN 10/20/2021 08:00PM ET,HOU,0
SG,Shaquille Harrison (19761003),Shaquille Harrison,19761003,SG/G/UTIL,3300,PHI@NOP 10/20/2021 08:00PM ET,PHI,5.67
SG/SF,Svi Mykhailiuk (19760950),Svi Mykhailiuk,19760950,SG/SF/F/G/UTIL,3300,WAS@TOR 10/20/2021 07:30PM ET,TOR,16.10
SG/SF,Devin Vassell (19760959),Devin Vassell,19760959,SG/SF/F/G/UTIL,3300,ORL@SAS 10/20/2021 08:30PM ET,SAS,12.46
PF,Marquese Chriss (19760947),Marquese Chriss,19760947,PF/F/UTIL,3300,SAC@POR 10/20/2021 10:00PM ET,POR,17.88
SG,Ben McLemore (19760973),Ben McLemore,19760973,SG/G/UTIL,3300,SAC@POR 10/20/2021 10:00PM ET,POR,12.28
PG,Payton Pritchard (19761006),Payton Pritchard,19761006,PG/G/UTIL,3200,BOS@NYK 10/20/2021 07:30PM ET,BOS,14.66
PG,Immanuel Quickley (19761029),Immanuel Quickley,19761029,PG/G/UTIL,3200,BOS@NYK 10/20/2021 07:30PM ET,NYK,18.22
C,JaVale McGee (19761048),JaVale McGee,19761048,C/UTIL,3200,DEN@PHX 10/20/2021 10:00PM ET,PHX,17.06
C,Petr Cornelie (19761056),Petr Cornelie,19761056,C/UTIL,3200,DEN@PHX 10/20/2021 10:00PM ET,DEN,0
C,Kai Jones (19761054),Kai Jones,19761054,C/UTIL,3200,IND@CHA 10/20/2021 07:00PM ET,CHA,0
C,Marko Simonovic (19761040),Marko Simonovic,19761040,C/UTIL,3200,CHI@DET 10/20/2021 07:00PM ET,CHI,0
PF/C,Trey Lyles (19761058),Trey Lyles,19761058,PF/C/F/UTIL,3200,CHI@DET 10/20/2021 07:00PM ET,DET,11.44
SG,Trent Forrest (19761012),Trent Forrest,19761012,SG/G/UTIL,3200,OKC@UTA 10/20/2021 09:00PM ET,UTA,6.84
PF,Jaylen Hoard (19761037),Jaylen Hoard,19761037,PF/F/UTIL,3200,OKC@UTA 10/20/2021 09:00PM ET,OKC,13.72
SF,Desmond Bane (19761009),Desmond Bane,19761009,SF/F/UTIL,3200,CLE@MEM 10/20/2021 08:00PM ET,MEM,17.57
SG,Justin James (19761015),Justin James,19761015,SG/G/UTIL,3200,CLE@MEM 10/20/2021 08:00PM ET,CLE,6.42
PG,Jordan McLaughlin (19761026),Jordan McLaughlin,19761026,PG/G/UTIL,3200,HOU@MIN 10/20/2021 08:00PM ET,MIN,15.40
PF/C,Usman Garuba (19761050),Usman Garuba,19761050,PF/C/F/UTIL,3200,HOU@MIN 10/20/2021 08:00PM ET,HOU,0
SG/SF,Trey Murphy III (19761018),Trey Murphy III,19761018,SG/SF/F/G/UTIL,3200,PHI@NOP 10/20/2021 08:00PM ET,NOP,0
SF,Aaron Henry (19761042),Aaron Henry,19761042,SF/F/UTIL,3200,PHI@NOP 10/20/2021 08:00PM ET,PHI,0
SF,Didi Louzada (19761062),Didi Louzada,19761062,SF/F/UTIL,3200,PHI@NOP 10/20/2021 08:00PM ET,NOP,6.58
SG/SF,Corey Kispert (19761032),Corey Kispert,19761032,SG/SF/F/G/UTIL,3200,WAS@TOR 10/20/2021 07:30PM ET,WAS,0
SG,Bryn Forbes (19761023),Bryn Forbes,19761023,SG/G/UTIL,3200,ORL@SAS 10/20/2021 08:30PM ET,SAS,13.46
PG,Dennis Smith Jr. (19761045),Dennis Smith Jr.,19761045,PG/G/UTIL,3200,SAC@POR 10/20/2021 10:00PM ET,POR,17.97
PG/SG,Jahmi'us Ramsey (19761065),Jahmi'us Ramsey,19761065,PG/SG/G/UTIL,3200,SAC@POR 10/20/2021 10:00PM ET,SAC,5.58
PF,Juancho Hernangomez (19761073),Juancho Hernangomez,19761073,PF/F/UTIL,3100,BOS@NYK 10/20/2021 07:30PM ET,BOS,14.42
C,Jericho Sims (19761100),Jericho Sims,19761100,C/UTIL,3100,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
PG,Chasson Randle (19761084),Chasson Randle,19761084,PG/G/UTIL,3100,DEN@PHX 10/20/2021 10:00PM ET,PHX,12.99
SG,Davon Reed (19761104),Davon Reed,19761104,SG/G/UTIL,3100,DEN@PHX 10/20/2021 10:00PM ET,DEN,0
PF,JT Thor (19761109),JT Thor,19761109,PF/F/UTIL,3100,IND@CHA 10/20/2021 07:00PM ET,CHA,0
PF,Jamorko Pickett (19761097),Jamorko Pickett,19761097,PF/F/UTIL,3100,CHI@DET 10/20/2021 07:00PM ET,DET,0
PF,Ersan Ilyasova (19761123),Ersan Ilyasova,19761123,PF/F/UTIL,3100,OKC@UTA 10/20/2021 09:00PM ET,UTA,7.90
PF/C,Xavier Tillman (19761076),Xavier Tillman,19761076,PF/C/F/UTIL,3100,CLE@MEM 10/20/2021 08:00PM ET,MEM,15.78
C,Ed Davis (19761102),Ed Davis,19761102,C/UTIL,3100,CLE@MEM 10/20/2021 08:00PM ET,CLE,11.82
PG/SG,Jaylen Nowell (19761080),Jaylen Nowell,19761080,PG/SG/G/UTIL,3100,HOU@MIN 10/20/2021 08:00PM ET,MIN,15.95
PG,Daishen Nix (19761117),Daishen Nix,19761117,PG/G/UTIL,3100,HOU@MIN 10/20/2021 08:00PM ET,HOU,0
SG,Isaiah Joe (19761087),Isaiah Joe,19761087,SG/G/UTIL,3100,PHI@NOP 10/20/2021 08:00PM ET,PHI,6.17
SF,Herbert Jones (19761120),Herbert Jones,19761120,SF/F/UTIL,3100,PHI@NOP 10/20/2021 08:00PM ET,NOP,0
PG,Grant Riller (19761126),Grant Riller,19761126,PG/G/UTIL,3100,PHI@NOP 10/20/2021 08:00PM ET,PHI,3.84
PF/C,Precious Achiuwa (19761069),Precious Achiuwa,19761069,PF/C/F/UTIL,3100,WAS@TOR 10/20/2021 07:30PM ET,TOR,10.98
C,Isaiah Todd (19761107),Isaiah Todd,19761107,C/UTIL,3100,WAS@TOR 10/20/2021 07:30PM ET,WAS,0
PG,Tre Jones (19761090),Tre Jones,19761090,PG/G/UTIL,3100,ORL@SAS 10/20/2021 08:30PM ET,SAS,5.13
SF,Admiral Schofield (19761112),Admiral Schofield,19761112,SF/F/UTIL,3100,ORL@SAS 10/20/2021 08:30PM ET,ORL,0
PG/SG,Anfernee Simons (19761093),Anfernee Simons,19761093,PG/SG/G/UTIL,3100,SAC@POR 10/20/2021 10:00PM ET,POR,13.98
C,Neemias Queta (19761115),Neemias Queta,19761115,C/UTIL,3100,SAC@POR 10/20/2021 10:00PM ET,SAC,0
PF/C,Grant Williams (19761172),Grant Williams,19761172,PF/C/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,11.13
SF,Aaron Nesmith (19761204),Aaron Nesmith,19761204,SF/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,9.95
PF,Luka Samanic (19761244),Luka Samanic,19761244,PF/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,7.80
PF,Jabari Parker (19761254),Jabari Parker,19761254,PF/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,12.28
SG,Quentin Grimes (19761257),Quentin Grimes,19761257,SG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
C,Bruno Fernando (19761288),Bruno Fernando,19761288,C/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,4.47
SG,Juhann Begarin (19761301),Juhann Begarin,19761301,SG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,0
PG,Brodric Thomas (19761326),Brodric Thomas,19761326,PG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,8.85
PF,Kevin Knox II (19761381),Kevin Knox II,19761381,PF/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,7.43
C,Luke Kornet (19761415),Luke Kornet,19761415,C/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,9.15
PG,Ryan Arcidiacono (19761427),Ryan Arcidiacono,19761427,PG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,7.48
PF/C,Al Horford (19761435),Al Horford,19761435,PF/C/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,31.82
SG,Brandon Knight (19761496),Brandon Knight,19761496,SG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
SG,Myles Powell (19761499),Myles Powell,19761499,SG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
SF,Aaron Sims (19761502),Aaron Sims,19761502,SF/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
PG,Brandon Goodwin (19761505),Brandon Goodwin,19761505,PG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,10.40
SF,Wayne Selden Jr. (19761508),Wayne Selden Jr.,19761508,SF/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
PG/SG,M.J. Walker (19761511),M.J. Walker,19761511,PG/SG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
SF/PF,Aamir Simms (19761515),Aamir Simms,19761515,SF/PF/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
PG/SG,Miles McBride (19761519),Miles McBride,19761519,PG/SG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
PG,Rokas Jokubaitis (19761523),Rokas Jokubaitis,19761523,PG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
PG,Luca Vildoza (19761526),Luca Vildoza,19761526,PG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,NYK,0
PG,Chris Clemons (19761677),Chris Clemons,19761677,PG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,0
SG,Theo Pinson (19761680),Theo Pinson,19761680,SG/G/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,0.54
PF,Sam Hauser (19761683),Sam Hauser,19761683,PF/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,0
PF,Juwan Morgan (19761686),Juwan Morgan,19761686,PF/F/UTIL,3000,BOS@NYK 10/20/2021 07:30PM ET,BOS,3.14
PG/SG,Bones Hyland (19761156),Bones Hyland,19761156,PG/SG/G/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,0
SG/SF,Landry Shamet (19761199),Landry Shamet,19761199,SG/SF/F/G/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,PHX,14.78
PG,Elfrid Payton (19761213),Elfrid Payton,19761213,PG/G/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,PHX,19.88
C,Tarik Black (19761225),Tarik Black,19761225,C/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,0
SF/PF,Chandler Hutchison (19761250),Chandler Hutchison,19761250,SF/PF/F/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,PHX,9.84
PF/C,Frank Kaminsky (19761322),Frank Kaminsky,19761322,PF/C/F/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,PHX,14.07
PG,Markus Howard (19761335),Markus Howard,19761335,PG/G/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,5.05
PF/C,Zeke Nnaji (19761392),Zeke Nnaji,19761392,PF/C/F/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,6.08
SF,Vlatko Cancar (19761396),Vlatko Cancar,19761396,SF/F/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,4.61
PF/C,Bol Bol (19761420),Bol Bol,19761420,PF/C/F/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,3.94
SG,Ty-Shon Alexander (19761618),Ty-Shon Alexander,19761618,SG/G/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,PHX,2.12
C,Jalen Smith (19761621),Jalen Smith,19761621,C/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,PHX,3.88
SF/PF,Giorgi Bezhanishvili (19761775),Giorgi Bezhanishvili,19761775,SF/PF/F/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,0
SG/SF,Matt Ryan (19761779),Matt Ryan,19761779,SG/SF/F/G/UTIL,3000,DEN@PHX 10/20/2021 10:00PM ET,DEN,0
PF/C,Isaiah Jackson (19761138),Isaiah Jackson,19761138,PF/C/F/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
PG,Brad Wanamaker (19761186),Brad Wanamaker,19761186,PG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,13.26
SG,James Bouknight (19761247),James Bouknight,19761247,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
PG,Keifer Sykes (19761260),Keifer Sykes,19761260,PG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
SF,Juan Pablo Vaulet (19761311),Juan Pablo Vaulet,19761311,SF/F/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
C,Amida Brimah (19761320),Amida Brimah,19761320,C/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,5.71
C,Vernon Carey Jr. (19761376),Vernon Carey Jr.,19761376,C/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,4.75
C,Nick Richards (19761430),Nick Richards,19761430,C/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,1.87
SG,LiAngelo Ball (19761444),LiAngelo Ball,19761444,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
SG,Wes Iwundu (19761447),Wes Iwundu,19761447,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,6.57
SF/PF,Cameron McGriff (19761450),Cameron McGriff,19761450,SF/PF/F/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
PG/SG,Jalen Crutcher (19761454),Jalen Crutcher,19761454,PG/SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
SF/PF,Xavier Sneed (19761458),Xavier Sneed,19761458,SF/PF/F/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
SG,Scottie Lewis (19761462),Scottie Lewis,19761462,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
PG/SG,D.J. Carton (19761465),D.J. Carton,19761465,PG/SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,CHA,0
PG,DeJon Jarreau (19761623),DeJon Jarreau,19761623,PG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
SG/SF,Terry Taylor (19761626),Terry Taylor,19761626,SG/SF/F/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
PG/SG,Duane Washington Jr. (19761631),Duane Washington Jr.,19761631,PG/SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,0
SG,Nate Hinton (19761635),Nate Hinton,19761635,SG/G/UTIL,3000,IND@CHA 10/20/2021 07:00PM ET,IND,3.89
PG/SG,Ayo Dosunmu (19761146),Ayo Dosunmu,19761146,PG/SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,0
PF,Javonte Green (19761230),Javonte Green,19761230,PF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,7.90
C,Tony Bradley (19761299),Tony Bradley,19761299,C/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,17.44
PG,Devon Dotson (19761338),Devon Dotson,19761338,PG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,4.39
SF,Rodney McGruder (19761350),Rodney McGruder,19761350,SF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,10.16
C,Tyler Cook (19761399),Tyler Cook,19761399,C/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,9.70
SG,Matt Thomas (19761412),Matt Thomas,19761412,SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,4.96
C,Balsa Koprivica (19761469),Balsa Koprivica,19761469,C/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,0
SG,Cassius Stanley (19761471),Cassius Stanley,19761471,SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,3.56
SG,Chris Smith (19761474),Chris Smith,19761474,SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,0
SF/PF,Isaiah Livers (19761477),Isaiah Livers,19761477,SF/PF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,DET,0
PG,Bryce Alford (19761638),Bryce Alford,19761638,PG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,0
SF/PF,Troy Baxter (19761641),Troy Baxter,19761641,SF/PF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,0
PG/SG,Ethan Thompson (19761645),Ethan Thompson,19761645,PG/SG/G/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,0
SF/PF,Alize Johnson (19761649),Alize Johnson,19761649,SF/PF/F/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,11.97
C,Daniel Oturu (19761653),Daniel Oturu,19761653,C/UTIL,3000,CHI@DET 10/20/2021 07:00PM ET,CHI,4.22
PF,Jeremiah Robinson-Earl (19761153),Jeremiah Robinson-Earl,19761153,PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
SF,Charlie Brown (19761166),Charlie Brown,19761166,SF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,9.58
SG,Paul Watson (19761169),Paul Watson,19761169,SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,8.19
SG,Vit Krejci (19761268),Vit Krejci,19761268,SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
SG/SF,Miye Oni (19761353),Miye Oni,19761353,SG/SF/F/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,4.88
C,Udoka Azubuike (19761390),Udoka Azubuike,19761390,C/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,2.62
PF,Malik Fitts (19761404),Malik Fitts,19761404,PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,2.42
PF,Jarrell Brantley (19761424),Jarrell Brantley,19761424,PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,4.73
PF,Nino Johnson (19761594),Nino Johnson,19761594,PF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,0
C,Marques Bolden (19761597),Marques Bolden,19761597,C/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,3.58
PG/SG,Derrick Alston Jr. (19761599),Derrick Alston Jr.,19761599,PG/SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,0
PG/SG,MaCio Teague (19761603),MaCio Teague,19761603,PG/SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,0
SF,Elijah Hughes (19761607),Elijah Hughes,19761607,SF/F/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,UTA,3.12
SG,Scotty Hopson (19761735),Scotty Hopson,19761735,SG/G/UTIL,3000,OKC@UTA 10/20/2021 09:00PM ET,OKC,0
